datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원)
20130124,6193.8,15.0,93093.0,1.0,371501.0,37150102.0,742.0,1101.2708960843374
20130124,1018.98,5200.0,5294700.0,7.0,110008.0,11000803.0,157.0,1101.2708960843374
20130124,7592.4,20.0,151848.0,2.0,230003.0,23000302.0,930.0,1101.2708960843374
20130124,1251.25,50.0,62562.5,3.0,320101.0,32010101.0,680.0,1101.2708960843374
20130125,,,,,,,,
20130126,,,,,,,,
20130127,,,,,,,,
20130128,,,,,,,,
20130129,,,,,,,,
20130130,,,,,,,,
20130131,,,,,,,,
20130201,4735.26,17.0,80580.5,2.0,230003.0,23000303.0,407.0,5475.074180327869
20130201,37962.0,10.0,380380.0,1.0,240001.0,24000103.0,519.0,5475.074180327869
20130201,7927.92,20.0,158241.6,1.0,371501.0,37150102.0,769.0,5475.074180327869
20130201,3153.15,100.0,315315.0,1.0,340101.0,34010101.0,135.0,5475.074180327869
20130201,6606.6,55.0,363363.0,1.0,371501.0,37150102.0,740.0,5475.074180327869
20130201,1251.25,12.0,15015.0,1.0,230003.0,23000302.0,800.0,5475.074180327869
20130201,770.77,30.0,23023.0,2.0,320101.0,32010101.0,680.0,5475.074180327869
20130202,5005.0,4.0,20020.0,1.0,350301.0,35030101.0,576.0,2363.925163398693
20130202,3406.59,12.0,40909.05,1.0,310401.0,31040101.0,901.0,2363.925163398693
20130202,2052.05,40.0,81918.0,1.0,230001.0,23000103.0,800.0,2363.925163398693
20130202,1751.75,48.0,83916.0,1.0,230001.0,23000101.0,800.0,2363.925163398693
20130202,1838.16,56.0,103096.8,2.0,230001.0,23000102.0,800.0,2363.925163398693
20130202,1998.0,52.0,104104.0,2.0,230003.0,23000302.0,800.0,2363.925163398693
20130202,1741.74,36.0,62862.8,3.0,240001.0,24000103.0,800.0,2363.925163398693
20130202,2252.25,40.0,89910.0,1.0,230001.0,23000101.0,445.0,2363.925163398693
20130202,7012.98,41.0,288288.0,1.0,371501.0,37150102.0,769.0,2363.925163398693
20130202,1501.5,9.0,13486.5,1.0,360301.0,36030101.0,546.0,2363.925163398693
20130202,1731.73,48.0,82917.0,2.0,230001.0,23000104.0,800.0,2363.925163398693
20130202,700.7,25.0,17517.5,2.0,320101.0,32010101.0,680.0,2363.925163398693
20130202,1998.0,48.0,96096.0,1.0,230003.0,23000303.0,800.0,2363.925163398693
20130203,6606.6,10.0,65934.0,1.0,371501.0,37150102.0,740.0,3093.01778940484
20130203,3506.49,156.0,547547.0,5.0,380201.0,38020101.0,907.0,3093.01778940484
20130203,1881.88,380.0,715715.0,5.0,380303.0,38030302.0,630.0,3093.01778940484
20130203,2432.43,64.0,155655.5,2.0,230003.0,23000303.0,800.0,3093.01778940484
20130203,1751.75,40.0,69930.0,1.0,230001.0,23000101.0,800.0,3093.01778940484
20130203,30119.85,13.0,392392.0,2.0,240001.0,24000103.0,519.0,3093.01778940484
20130203,2117.88,52.0,110389.5,1.0,230001.0,23000103.0,800.0,3093.01778940484
20130203,3936.06,398.0,1567566.0,4.0,240001.0,24000103.0,800.0,3093.01778940484
20130203,600.6,40.0,23976.0,1.0,320101.0,32010101.0,680.0,3093.01778940484
20130203,1838.16,56.0,103303.2,2.0,230001.0,23000102.0,800.0,3093.01778940484
20130203,3503.5,208.0,728728.0,7.0,210009.0,21000902.0,600.0,3093.01778940484
20130203,1998.0,40.0,79920.0,2.0,230001.0,23000104.0,800.0,3093.01778940484
20130203,2332.33,72.0,168168.0,3.0,230003.0,23000302.0,800.0,3093.01778940484
20130204,1798.2,630.0,1135134.0,22.0,230001.0,23000102.0,800.0,2249.058086469175
20130204,2202.2,84.0,184815.0,4.0,230001.0,23000103.0,800.0,2249.058086469175
20130204,600.6,20.0,12012.0,1.0,320101.0,32010101.0,680.0,2249.058086469175
20130204,3413.41,12.0,40990.95,1.0,310401.0,31040101.0,901.0,2249.058086469175
20130204,3013.01,84.0,253353.1,2.0,380101.0,38010101.0,800.0,2249.058086469175
20130204,6313.68,36.0,227272.5,1.0,371501.0,37150102.0,742.0,2249.058086469175
20130204,4285.71,7.0,29970.0,1.0,230001.0,23000104.0,343.0,2249.058086469175
20130204,2002.0,12.0,24024.0,1.0,230003.0,23000301.0,403.0,2249.058086469175
20130204,1881.88,60.0,112387.5,3.0,230001.0,23000104.0,800.0,2249.058086469175
20130204,3246.75,120.0,389610.0,3.0,360301.0,36030102.0,540.0,2249.058086469175
20130204,2082.08,84.0,175175.0,2.0,230003.0,23000302.0,800.0,2249.058086469175
20130204,2267.73,80.0,181318.5,3.0,230003.0,23000303.0,800.0,2249.058086469175
20130204,2002.0,8.0,15984.0,1.0,230003.0,23000302.0,800.0,2249.058086469175
20130204,2247.75,12.0,27027.0,1.0,230003.0,23000302.0,800.0,2249.058086469175
20130205,,,,,,,,
20130206,1868.13,1140.0,2132130.0,10.0,210001.0,21000103.0,800.0,2783.1551657339646
20130206,3253.25,92.0,298701.0,4.0,380101.0,38010101.0,800.0,2783.1551657339646
20130206,3496.5,260.0,910910.0,2.0,210009.0,21000902.0,600.0,2783.1551657339646
20130206,660.66,45.0,29529.5,2.0,320101.0,32010101.0,680.0,2783.1551657339646
20130206,2322.32,292.0,678678.0,7.0,230001.0,23000103.0,800.0,2783.1551657339646
20130206,1998.0,60.0,119880.0,1.0,230001.0,23000103.0,340.0,2783.1551657339646
20130206,6256.25,8.0,49950.0,1.0,380303.0,38030301.0,630.0,2783.1551657339646
20130206,2297.7,132.0,304304.0,3.0,230003.0,23000303.0,800.0,2783.1551657339646
20130206,3513.51,600.0,2109107.0,9.0,240004.0,24000403.0,800.0,2783.1551657339646
20130206,1821.82,40.0,72927.0,1.0,230001.0,23000101.0,800.0,2783.1551657339646
20130206,1798.2,485.0,872127.0,23.0,230001.0,23000102.0,800.0,2783.1551657339646
20130206,4105.89,81.0,333333.0,8.0,230001.0,23000104.0,800.0,2783.1551657339646
20130206,2532.53,244.0,617116.5,7.0,230001.0,23000103.0,800.0,2783.1551657339646
20130206,5005.0,3.0,15015.0,1.0,350301.0,35030101.0,570.0,2783.1551657339646
20130206,7492.5,26.0,194805.0,2.0,371501.0,37150102.0,742.0,2783.1551657339646
20130206,3276.72,400.0,1308690.0,2.0,240001.0,24000103.0,800.0,2783.1551657339646
20130206,5994.0,20.0,120120.0,1.0,350101.0,35010101.0,561.0,2783.1551657339646
20130206,2002.0,60.0,120120.0,1.0,230003.0,23000303.0,340.0,2783.1551657339646
20130206,3003.0,12.0,36036.0,4.0,230001.0,23000104.0,800.0,2783.1551657339646
20130206,3746.25,40.0,150150.0,2.0,380303.0,38030301.0,800.0,2783.1551657339646
20130206,3496.5,25.0,87412.5,1.0,240001.0,24000103.0,595.0,2783.1551657339646
20130206,3623.62,200.0,725725.0,2.0,380303.0,38030302.0,630.0,2783.1551657339646
20130206,3943.94,16.0,62937.0,3.0,230001.0,23000104.0,800.0,2783.1551657339646
20130206,3496.5,320.0,1121120.0,8.0,380201.0,38020101.0,907.0,2783.1551657339646
20130206,4004.0,6.0,23976.0,1.0,220001.0,22000103.0,539.0,2783.1551657339646
20130206,2497.5,2.0,5005.0,1.0,380401.0,38040102.0,800.0,2783.1551657339646
20130206,29390.58,13.0,382782.4,2.0,240001.0,24000103.0,519.0,2783.1551657339646
20130206,1998.0,24.0,47952.0,1.0,230003.0,23000301.0,403.0,2783.1551657339646
20130207,4174.17,6.0,25025.0,1.0,230003.0,23000302.0,323.0,1031.9696690082153
20130207,3863.86,14.0,53946.0,3.0,230001.0,23000104.0,800.0,1031.9696690082153
20130207,3326.67,46.0,153153.0,3.0,230001.0,23000104.0,800.0,1031.9696690082153
20130207,969.03,35.0,34034.0,3.0,230003.0,23000303.0,343.0,1031.9696690082153
20130207,34965.0,1.0,35035.0,1.0,240001.0,24000103.0,519.0,1031.9696690082153
20130207,3286.71,96.0,315284.4,2.0,380101.0,38010101.0,800.0,1031.9696690082153
20130207,6506.5,20.0,129870.0,1.0,230003.0,23000302.0,323.0,1031.9696690082153
20130207,2752.75,64.0,176176.0,2.0,230003.0,23000302.0,800.0,1031.9696690082153
20130207,2117.88,20.0,42457.5,1.0,230003.0,23000302.0,800.0,1031.9696690082153
20130207,2752.75,16.0,43956.0,1.0,230001.0,23000101.0,407.0,1031.9696690082153
20130207,999.0,70.0,70070.0,1.0,230003.0,23000303.0,340.0,1031.9696690082153
20130207,2577.42,120.0,309690.0,2.0,230003.0,23000303.0,800.0,1031.9696690082153
20130207,3973.97,93.0,369369.0,10.0,230001.0,23000104.0,800.0,1031.9696690082153
20130207,429.57,6320.0,2737260.0,8.0,210001.0,21000103.0,800.0,1031.9696690082153
20130207,3746.25,40.0,150150.0,6.0,380303.0,38030301.0,800.0,1031.9696690082153
20130207,3246.75,152.0,493506.0,2.0,360301.0,36030102.0,540.0,1031.9696690082153
20130207,8591.4,5.0,43043.0,1.0,371501.0,37150102.0,740.0,1031.9696690082153
20130207,8108.1,47.0,381180.8,2.0,371501.0,37150102.0,742.0,1031.9696690082153
20130207,7742.25,6.0,46546.5,2.0,230001.0,23000101.0,225.0,1031.9696690082153
20130207,2247.75,32.0,71928.0,1.0,230003.0,23000301.0,403.0,1031.9696690082153
20130207,599.4,20.0,12012.0,1.0,320101.0,32010101.0,680.0,1031.9696690082153
20130207,3383.38,132.0,445054.5,3.0,380303.0,38030302.0,630.0,1031.9696690082153
20130207,2217.78,356.0,787711.5,8.0,230001.0,23000103.0,800.0,1031.9696690082153
20130207,2117.88,28.0,59440.5,1.0,230003.0,23000302.0,800.0,1031.9696690082153
20130207,5295.29,13.0,68731.2,2.0,230001.0,23000101.0,225.0,1031.9696690082153
20130207,5305.3,15.0,79579.5,1.0,350301.0,35030101.0,570.0,1031.9696690082153
20130207,1801.8,79.0,142057.8,3.0,230001.0,23000103.0,340.0,1031.9696690082153
20130207,1798.2,435.0,783783.0,16.0,230001.0,23000102.0,800.0,1031.9696690082153
20130207,5605.6,100.0,560560.0,1.0,250003.0,25000302.0,800.0,1031.9696690082153
20130207,999.0,6.0,5994.0,1.0,230003.0,23000302.0,325.0,1031.9696690082153
20130207,3413.41,12.0,40909.05,1.0,310401.0,31040101.0,901.0,1031.9696690082153
20130208,4004.0,2.0,7992.0,1.0,220001.0,22000104.0,638.0,3062.845529605715
20130208,3163.16,132.0,417417.0,14.0,230001.0,23000104.0,800.0,3062.845529605715
20130208,2837.16,190.0,539460.0,5.0,230003.0,23000302.0,800.0,3062.845529605715
20130208,2122.12,40.0,84915.0,1.0,230003.0,23000301.0,800.0,3062.845529605715
20130208,3496.5,80.0,280280.0,1.0,210009.0,21000902.0,600.0,3062.845529605715
20130208,3903.9,2000.0,7792200.0,8.0,210001.0,21000103.0,800.0,3062.845529605715
20130208,6706.7,50.0,334665.0,2.0,230003.0,23000302.0,323.0,3062.845529605715
20130208,2382.38,28.0,66433.5,2.0,230003.0,23000302.0,800.0,3062.845529605715
20130208,3496.5,300.0,1051050.0,5.0,360301.0,36030102.0,540.0,3062.845529605715
20130208,8291.7,20.0,165834.0,1.0,230001.0,23000102.0,343.0,3062.845529605715
20130208,3523.52,164.0,578678.1,5.0,380201.0,38020101.0,907.0,3062.845529605715
20130208,3563.56,160.0,570570.0,4.0,380303.0,38030302.0,630.0,3062.845529605715
20130208,2342.34,368.0,861637.5,8.0,230001.0,23000103.0,800.0,3062.845529605715
20130208,5494.5,9.0,49450.5,1.0,230001.0,23000101.0,769.0,3062.845529605715
20130208,2597.4,30.0,78203.125,1.0,350301.0,35030102.0,570.0,3062.845529605715
20130208,3733.73,52.0,193636.17,2.0,330201.0,33020102.0,901.0,3062.845529605715
20130208,1281.28,1514.0,1934363.7,3.0,240001.0,24000103.0,800.0,3062.845529605715
20130208,6226.22,9.0,56056.0,2.0,230003.0,23000302.0,325.0,3062.845529605715
20130208,3596.4,10.0,35964.0,2.0,230001.0,23000104.0,800.0,3062.845529605715
20130208,4995.0,5.0,24975.0,1.0,230003.0,23000302.0,325.0,3062.845529605715
20130208,3533.53,560.0,1976975.0,14.0,240004.0,24000403.0,800.0,3062.845529605715
