datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원)
20130103,3056.94,486.0,1483515.0,1.0,240004.0,24000401.0,157 ,2950.710248592045
20130103,12747.24,5.0,63863.8,1.0,210009.0,21000901.0,910 ,2950.710248592045
20130103,2942.94,486.0,1429569.0,1.0,210001.0,21000102.0,800 ,2950.710248592045
20130103,6703.29,10.0,67027.905,2.0,330201.0,33020102.0,800 ,2950.710248592045
20130103,2807.19,3420.0,9600390.0,6.0,210009.0,21000902.0,801 ,2950.710248592045
20130103,650.65,20.0,12987.0,1.0,350402.0,35040202.0,500 ,2950.710248592045
20130103,2612.61,648.0,1693692.0,10.0,250001.0,25000102.0,800 ,2950.710248592045
20130103,3166.83,18.0,57057.0,1.0,371501.0,37150101.0,702 ,2950.710248592045
20130103,14514.5,4.0,58058.0,1.0,320301.0,32030101.0,138 ,2950.710248592045
20130103,9470.52,130.0,1233632.4,1.0,250001.0,25000102.0,135 ,2950.710248592045
20130103,3836.16,1.0,3836.16,1.0,311201.0,31120103.0,471 ,2950.710248592045
20130103,2672.67,1944.0,5178816.0,1.0,110001.0,11000103.0,800 ,2950.710248592045
20130103,3056.94,36.0,109890.0,2.0,320201.0,32020101.0,138 ,2950.710248592045
20130103,2997.0,468.0,1402596.0,1.0,110008.0,11000802.0,800 ,2950.710248592045
20130103,3243.24,153.0,494505.0,5.0,230003.0,23000302.0,800 ,2950.710248592045
20130103,3496.5,18.0,63063.0,1.0,330201.0,33020101.0,760 ,2950.710248592045
20130103,2552.55,486.0,1238760.0,5.0,360301.0,36030102.0,901 ,2950.710248592045
20130103,2002.0,40.0,79920.0,3.0,310901.0,31090101.0,901 ,2950.710248592045
20130103,3223.22,18.0,57942.0,1.0,370101.0,37010102.0,800 ,2950.710248592045
20130104,3263.26,954.0,3104892.0,7.0,240001.0,24000103.0,800 ,3144.4012534127573
20130104,3243.24,884.0,2862860.0,2.0,311201.0,31120103.0,130 ,3144.4012534127573
20130104,6393.6,2.0,12787.2,1.0,311201.0,31120103.0,471 ,3144.4012534127573
20130104,3243.24,765.0,2472525.0,3.0,230003.0,23000302.0,800 ,3144.4012534127573
20130104,3996.0,15.0,59940.0,1.0,350301.0,35030101.0,800 ,3144.4012534127573
20130104,3126.87,782.0,2445552.0,9.0,240004.0,24000402.0,800 ,3144.4012534127573
20130104,3176.82,54.0,172172.0,2.0,220001.0,22000101.0,800 ,3144.4012534127573
20130104,3643.64,72.0,261738.0,2.0,330201.0,33020102.0,800 ,3144.4012534127573
20130104,3113.11,477.0,1482915.6,9.0,250003.0,25000301.0,800 ,3144.4012534127573
20130104,2892.89,144.0,415584.0,3.0,230003.0,23000303.0,800 ,3144.4012534127573
20130104,3173.17,18.0,56943.0,1.0,370101.0,37010102.0,800 ,3144.4012534127573
20130104,3123.12,918.0,2859138.0,14.0,250001.0,25000101.0,901 ,3144.4012534127573
20130104,650.65,30.0,19519.5,1.0,350402.0,35040202.0,500 ,3144.4012534127573
20130104,3166.83,36.0,114114.0,2.0,371501.0,37150101.0,702 ,3144.4012534127573
20130104,2002.0,50.0,99900.0,3.0,310901.0,31090101.0,901 ,3144.4012534127573
20130104,3326.67,90.0,299700.0,1.0,340101.0,34010102.0,138 ,3144.4012534127573
20130104,3166.83,36.0,113886.0,2.0,371501.0,37150102.0,800 ,3144.4012534127573
20130104,3373.37,68.0,229229.0,3.0,220001.0,22000105.0,702 ,3144.4012534127573
20130104,2782.78,180.0,499500.0,2.0,360301.0,36030101.0,800 ,3144.4012534127573
20130104,3733.73,75.0,280280.0,1.0,310101.0,31010101.0,138 ,3144.4012534127573
20130104,8321.67,15.0,125125.0,1.0,230001.0,23000103.0,800 ,3144.4012534127573
20130104,3056.94,144.0,440440.0,2.0,330101.0,33010101.0,901 ,3144.4012534127573
20130104,2752.75,400.0,1098900.0,1.0,250001.0,25000101.0,157 ,3144.4012534127573
20130104,3646.35,285.0,1042041.0,7.0,330101.0,33010102.0,800 ,3144.4012534127573
20130104,3216.78,72.0,232232.0,2.0,370101.0,37010101.0,800 ,3144.4012534127573
20130104,3056.94,918.0,2810808.0,1.0,250003.0,25000302.0,800 ,3144.4012534127573
20130104,3063.06,54.0,165165.0,2.0,320201.0,32020101.0,138 ,3144.4012534127573
20130104,2937.06,486.0,1429569.0,1.0,320301.0,32030101.0,800 ,3144.4012534127573
20130104,3816.18,34.0,130130.0,2.0,350101.0,35010102.0,561 ,3144.4012534127573
20130105,3223.22,918.0,2952045.0,7.0,240001.0,24000102.0,800 ,2927.1455080846586
20130105,2607.39,972.0,2535462.0,1.0,311201.0,31120106.0,800 ,2927.1455080846586
20130105,7032.96,1.0,7047.04,1.0,311201.0,31120103.0,471 ,2927.1455080846586
20130105,3166.83,54.0,170829.0,1.0,371501.0,37150101.0,702 ,2927.1455080846586
20130105,3056.94,54.0,164835.0,1.0,330201.0,33020101.0,471 ,2927.1455080846586
20130105,3996.0,75.0,300300.0,1.0,340101.0,34010102.0,138 ,2927.1455080846586
20130105,2692.69,2430.0,6540534.0,2.0,110001.0,11000103.0,800 ,2927.1455080846586
20130105,2937.06,1350.0,3978975.0,8.0,230001.0,23000102.0,800 ,2927.1455080846586
20130105,3046.95,36.0,109829.72,1.0,320201.0,32020101.0,157 ,2927.1455080846586
20130105,3223.22,18.0,58058.0,1.0,320101.0,32010101.0,801 ,2927.1455080846586
20130105,2777.22,972.0,2702700.0,12.0,250001.0,25000102.0,800 ,2927.1455080846586
20130105,3326.67,255.0,849150.0,3.0,380401.0,38040102.0,800 ,2927.1455080846586
20130105,3056.94,180.0,550550.0,3.0,330101.0,33010101.0,901 ,2927.1455080846586
20130105,3056.94,360.0,1101100.0,8.0,310101.0,31010102.0,138 ,2927.1455080846586
20130105,3063.06,972.0,2972970.0,1.0,250003.0,25000302.0,138 ,2927.1455080846586
20130105,2617.38,162.0,424575.0,4.0,230003.0,23000303.0,800 ,2927.1455080846586
20130105,3996.0,30.0,120120.0,2.0,350301.0,35030101.0,800 ,2927.1455080846586
20130105,3173.17,18.0,56943.0,1.0,370101.0,37010101.0,800 ,2927.1455080846586
20130105,2742.74,2916.0,7984008.0,3.0,110001.0,11000104.0,800 ,2927.1455080846586
20130105,5694.3,30.0,170829.0,2.0,370101.0,37010103.0,800 ,2927.1455080846586
20130105,3166.83,18.0,57057.0,1.0,370101.0,37010102.0,800 ,2927.1455080846586
20130105,3223.22,918.0,2957955.0,15.0,240004.0,24000401.0,800 ,2927.1455080846586
20130105,2002.0,10.0,19980.0,1.0,310901.0,31090101.0,901 ,2927.1455080846586
20130105,3063.06,1360.0,4164160.0,1.0,110001.0,11000101.0,800 ,2927.1455080846586
20130105,3236.76,918.0,2972970.0,1.0,210001.0,21000101.0,138 ,2927.1455080846586
20130105,3533.53,17.0,60060.0,1.0,350101.0,35010102.0,561 ,2927.1455080846586
20130105,3236.76,170.0,550550.0,5.0,230003.0,23000302.0,800 ,2927.1455080846586
20130106,3243.24,477.0,1542855.6,15.0,250003.0,25000301.0,800 ,3031.6758803638063
20130106,2002.0,20.0,39960.0,2.0,310901.0,31090101.0,901 ,3031.6758803638063
20130106,2877.12,918.0,2648646.0,6.0,240001.0,24000102.0,800 ,3031.6758803638063
20130106,2777.22,954.0,2652650.0,6.0,210009.0,21000902.0,901 ,3031.6758803638063
20130106,3166.83,18.0,57057.0,1.0,371501.0,37150102.0,800 ,3031.6758803638063
20130106,3223.22,108.0,347652.0,2.0,370101.0,37010101.0,800 ,3031.6758803638063
20130106,3013.01,972.0,2930928.0,2.0,240001.0,24000103.0,800 ,3031.6758803638063
20130106,3673.67,120.0,439560.0,2.0,330101.0,33010102.0,800 ,3031.6758803638063
20130106,2937.06,486.0,1432431.0,10.0,250001.0,25000102.0,800 ,3031.6758803638063
20130106,3326.67,180.0,600600.0,2.0,340101.0,34010102.0,138 ,3031.6758803638063
20130106,3113.11,36.0,112112.0,1.0,220001.0,22000101.0,800 ,3031.6758803638063
20130106,2652.65,540.0,1432431.0,7.0,230001.0,23000101.0,800 ,3031.6758803638063
20130106,7982.01,2.0,15990.975,1.0,330201.0,33020102.0,800 ,3031.6758803638063
20130106,3933.93,150.0,590590.0,3.0,310101.0,31010101.0,138 ,3031.6758803638063
20130106,3223.22,18.0,58058.0,1.0,370101.0,37010102.0,800 ,3031.6758803638063
20130106,630.63,5.0,3153.15,1.0,350402.0,35040201.0,906 ,3031.6758803638063
20130106,2887.11,972.0,2805192.0,1.0,210001.0,21000102.0,800 ,3031.6758803638063
20130106,3063.06,54.0,164835.0,1.0,330101.0,33010101.0,901 ,3031.6758803638063
20130106,2602.6,972.0,2519478.0,8.0,380401.0,38040102.0,800 ,3031.6758803638063
20130106,3676.32,68.0,249750.0,3.0,350101.0,35010102.0,561 ,3031.6758803638063
20130106,3996.0,15.0,59940.0,1.0,350301.0,35030101.0,800 ,3031.6758803638063
20130106,2937.06,162.0,477477.0,1.0,311201.0,31120106.0,800 ,3031.6758803638063
20130106,2937.06,1819.0,5355350.0,2.0,311201.0,31120103.0,330 ,3031.6758803638063
20130106,7772.22,290.0,2253943.8,1.0,250001.0,25000102.0,135 ,3031.6758803638063
20130106,3173.17,54.0,170829.0,2.0,371501.0,37150101.0,702 ,3031.6758803638063
20130106,3223.22,18.0,57942.0,1.0,320201.0,32020102.0,760 ,3031.6758803638063
20130106,2887.11,486.0,1402596.0,1.0,110001.0,11000104.0,800 ,3031.6758803638063
20130106,2997.0,954.0,2867865.0,18.0,310401.0,31040101.0,800 ,3031.6758803638063
20130106,2787.21,954.0,2660658.0,6.0,220001.0,22000106.0,800 ,3031.6758803638063
20130106,3106.89,90.0,279720.0,1.0,310101.0,31010103.0,901 ,3031.6758803638063
20130106,2907.09,952.0,2769228.0,3.0,110001.0,11000101.0,800 ,3031.6758803638063
20130107,2702.7,1062.0,2873871.0,19.0,230003.0,23000303.0,800 ,2846.80498489426
20130107,3166.83,18.0,56943.0,1.0,370101.0,37010102.0,800 ,2846.80498489426
20130107,3106.89,18.0,55944.0,1.0,320101.0,32010101.0,801 ,2846.80498489426
20130107,2782.78,486.0,1351350.0,1.0,110001.0,11000104.0,800 ,2846.80498489426
20130107,3236.76,188.0,610009.4,5.0,250003.0,25000301.0,800 ,2846.80498489426
20130107,3666.33,135.0,495495.0,3.0,330101.0,33010102.0,800 ,2846.80498489426
20130107,3166.83,18.0,56943.0,1.0,371501.0,37150102.0,800 ,2846.80498489426
20130107,2802.8,51.0,143143.0,3.0,350101.0,35010102.0,561 ,2846.80498489426
20130107,2647.35,160.0,423576.0,2.0,230001.0,23000101.0,800 ,2846.80498489426
20130107,2852.85,1836.0,5240235.0,13.0,230001.0,23000101.0,800 ,2846.80498489426
20130108,,,,,,,,
20130109,3046.95,54.0,164415.42,1.0,320201.0,32020101.0,157 ,2895.3288328350773
20130109,3033.03,90.0,273222.95,1.0,320201.0,32020102.0,138 ,2895.3288328350773
20130109,3243.24,85.0,275275.0,1.0,110001.0,11000101.0,800 ,2895.3288328350773
20130109,2277.72,972.0,2216214.0,6.0,230001.0,23000102.0,800 ,2895.3288328350773
20130109,3403.4,810.0,2760758.0,14.0,310101.0,31010103.0,138 ,2895.3288328350773
20130109,3173.17,972.0,3081078.0,1.0,380401.0,38040102.0,901 ,2895.3288328350773
20130109,2942.94,954.0,2811809.0,12.0,250001.0,25000102.0,800 ,2895.3288328350773
20130109,2002.0,20.0,39960.0,2.0,310901.0,31090101.0,901 ,2895.3288328350773
20130109,2452.45,324.0,794205.0,3.0,230003.0,23000303.0,800 ,2895.3288328350773
20130109,3193.19,36.0,115115.0,2.0,320101.0,32010101.0,680 ,2895.3288328350773
20130109,3056.94,270.0,824175.0,8.0,320201.0,32020101.0,138 ,2895.3288328350773
20130109,2892.89,90.0,259740.0,2.0,240001.0,24000103.0,800 ,2895.3288328350773
20130109,2777.22,18.0,49950.0,1.0,360301.0,36030101.0,800 ,2895.3288328350773
20130109,2887.11,972.0,2805192.0,1.0,311201.0,31120106.0,800 ,2895.3288328350773
20130109,7492.5,1.0,7492.5,1.0,320301.0,32030101.0,138 ,2895.3288328350773
20130109,2397.6,380.0,912912.0,1.0,230001.0,23000101.0,800 ,2895.3288328350773
20130109,3063.06,126.0,385385.0,2.0,330101.0,33010101.0,157 ,2895.3288328350773
20130109,3003.0,342.0,1024974.0,1.0,110008.0,11000802.0,800 ,2895.3288328350773
20130109,3166.83,90.0,285285.0,2.0,370101.0,37010101.0,800 ,2895.3288328350773
20130109,2887.11,972.0,2805192.0,1.0,210001.0,21000102.0,800 ,2895.3288328350773
20130109,3003.0,450.0,1351350.0,5.0,240004.0,24000402.0,800 ,2895.3288328350773
20130110,3666.33,285.0,1043955.0,7.0,330101.0,33010102.0,800 ,2753.299676370729
20130110,2972.97,810.0,2405403.0,3.0,110001.0,11000102.0,800 ,2753.299676370729
20130110,3196.8,612.0,1961960.0,11.0,230003.0,23000302.0,800 ,2753.299676370729
20130110,3173.17,36.0,114114.0,2.0,371501.0,37150102.0,800 ,2753.299676370729
20130110,2937.06,486.0,1432431.0,3.0,230001.0,23000102.0,800 ,2753.299676370729
20130110,2817.18,918.0,2594592.0,24.0,380201.0,38020102.0,800 ,2753.299676370729
20130110,3216.78,36.0,115884.0,1.0,320101.0,32010101.0,801 ,2753.299676370729
20130110,2927.07,972.0,2849148.0,21.0,230003.0,23000301.0,800 ,2753.299676370729
20130110,3243.24,918.0,2967030.0,15.0,250001.0,25000101.0,901 ,2753.299676370729
20130110,1998.0,40.0,79920.0,2.0,310901.0,31090101.0,901 ,2753.299676370729
20130110,3023.02,952.0,2877120.0,4.0,110001.0,11000101.0,800 ,2753.299676370729
20130110,2957.04,1944.0,5745249.0,3.0,210009.0,21000902.0,801 ,2753.299676370729
20130110,3503.5,18.0,63063.0,1.0,320201.0,32020102.0,760 ,2753.299676370729
20130110,3016.98,357.0,1076922.0,4.0,220001.0,22000105.0,702 ,2753.299676370729
20130110,3263.26,54.0,175953.87,1.0,320201.0,32020102.0,138 ,2753.299676370729
20130110,3116.88,162.0,505505.0,3.0,330201.0,33020101.0,138 ,2753.299676370729
20130110,5694.3,10.0,57057.0,1.0,370101.0,37010103.0,800 ,2753.299676370729
20130110,1481.48,3330.0,4930065.0,20.0,210001.0,21000101.0,135 ,2753.299676370729
20130110,3056.94,630.0,1926925.0,7.0,330101.0,33010101.0,901 ,2753.299676370729
20130110,3713.71,85.0,315315.0,4.0,350101.0,35010102.0,561 ,2753.299676370729
20130110,3246.75,126.0,409590.0,2.0,380401.0,38040102.0,800 ,2753.299676370729
20130110,3063.06,72.0,220220.0,3.0,320201.0,32020101.0,138 ,2753.299676370729
20130110,3326.67,270.0,899100.0,2.0,210009.0,21000901.0,910 ,2753.299676370729
20130110,3966.03,19.0,75575.5,2.0,320301.0,32030101.0,138 ,2753.299676370729
20130110,3063.06,162.0,494505.0,1.0,311201.0,31120106.0,800 ,2753.299676370729
20130110,6786.78,300.0,2031966.0,1.0,250001.0,25000102.0,135 ,2753.299676370729
20130110,3166.83,18.0,57057.0,1.0,371501.0,37150101.0,702 ,2753.299676370729
20130110,4095.9,41.0,167782.05,2.0,330201.0,33020102.0,800 ,2753.299676370729
20130110,2892.89,90.0,260260.0,1.0,240001.0,24000103.0,800 ,2753.299676370729
20130110,2892.89,90.0,260260.0,1.0,320101.0,32010101.0,680 ,2753.299676370729
20130111,3433.43,510.0,1751750.0,4.0,380401.0,38040102.0,800 ,3059.202361436377
20130111,4004.0,75.0,300300.0,1.0,340101.0,34010102.0,138 ,3059.202361436377
20130111,1831.83,160.0,292892.6,2.0,320101.0,32010102.0,157 ,3059.202361436377
20130111,2887.11,972.0,2805192.0,1.0,110001.0,11000104.0,800 ,3059.202361436377
20130111,3096.9,2346.0,7273266.0,3.0,110001.0,11000101.0,800 ,3059.202361436377
20130111,3193.19,126.0,401598.0,3.0,220001.0,22000101.0,800 ,3059.202361436377
20130111,3236.76,495.0,1602196.2,8.0,250003.0,25000301.0,800 ,3059.202361436377
20130111,3216.78,36.0,116116.0,1.0,320201.0,32020102.0,760 ,3059.202361436377
20130111,2912.91,2916.0,8469522.0,2.0,210001.0,21000102.0,800 ,3059.202361436377
20130111,5694.3,10.0,56943.0,1.0,370101.0,37010103.0,800 ,3059.202361436377
20130111,3333.33,1260.0,4204200.0,13.0,340101.0,34010101.0,800 ,3059.202361436377
20130111,3173.17,72.0,227772.0,3.0,370101.0,37010102.0,800 ,3059.202361436377
20130111,3723.72,51.0,189810.0,3.0,350101.0,35010102.0,561 ,3059.202361436377
20130111,2497.5,46.0,115115.0,2.0,310901.0,31090101.0,901 ,3059.202361436377
20130111,3003.0,324.0,972972.0,1.0,311201.0,31120101.0,800 ,3059.202361436377
20130111,3533.53,75.0,265265.0,2.0,330101.0,33010102.0,800 ,3059.202361436377
20130111,2942.94,486.0,1429569.0,10.0,230003.0,23000301.0,800 ,3059.202361436377
20130111,3056.94,270.0,824175.0,1.0,110001.0,11000103.0,800 ,3059.202361436377
20130111,2892.89,18.0,52052.0,1.0,240001.0,24000103.0,800 ,3059.202361436377
20130112,1681.68,100.0,167462.37,2.0,320101.0,32010102.0,157 ,2724.363886811912
20130112,3353.35,102.0,341658.0,3.0,220001.0,22000105.0,702 ,2724.363886811912
20130112,2667.33,954.0,2546544.0,28.0,380201.0,38020101.0,800 ,2724.363886811912
20130112,2817.18,901.0,2541456.0,1.0,110001.0,11000101.0,800 ,2724.363886811912
20130112,2937.06,486.0,1432431.0,1.0,110001.0,11000103.0,800 ,2724.363886811912
20130112,3166.83,54.0,170829.0,2.0,370101.0,37010102.0,800 ,2724.363886811912
20130112,2892.89,486.0,1405404.0,1.0,110001.0,11000104.0,800 ,2724.363886811912
20130112,2937.06,324.0,954954.0,3.0,360301.0,36030102.0,138 ,2724.363886811912
20130112,2777.22,162.0,449550.0,4.0,230003.0,23000303.0,800 ,2724.363886811912
20130112,2002.0,810.0,1618380.0,2.0,110008.0,11000801.0,800 ,2724.363886811912
20130112,3056.94,108.0,330330.0,3.0,330201.0,33020101.0,901 ,2724.363886811912
20130112,2607.39,972.0,2538159.3,6.0,210009.0,21000902.0,901 ,2724.363886811912
20130112,1611.61,50.0,80419.5,2.0,350402.0,35040202.0,500 ,2724.363886811912
20130112,2862.86,90.0,257757.5,1.0,320201.0,32020102.0,138 ,2724.363886811912
20130112,3063.06,180.0,550550.0,1.0,330101.0,33010101.0,157 ,2724.363886811912
20130112,3123.12,340.0,1058940.0,1.0,250001.0,25000101.0,138 ,2724.363886811912
20130112,3326.67,36.0,119880.0,2.0,350101.0,35010102.0,561 ,2724.363886811912
20130112,2937.06,972.0,2859138.0,14.0,310401.0,31040101.0,800 ,2724.363886811912
20130112,2892.89,36.0,104104.0,1.0,240001.0,24000103.0,800 ,2724.363886811912
20130112,3056.94,18.0,55055.0,1.0,320201.0,32020101.0,138 ,2724.363886811912
20130112,3673.67,90.0,329670.0,2.0,330101.0,33010102.0,800 ,2724.363886811912
20130112,2507.49,486.0,1220219.0,3.0,230001.0,23000102.0,800 ,2724.363886811912
20130113,2922.92,954.0,2784782.0,15.0,250001.0,25000102.0,800 ,2868.840305859864
20130113,3056.94,144.0,439560.0,2.0,310101.0,31010102.0,138 ,2868.840305859864
20130113,2647.35,480.0,1270728.0,5.0,230001.0,23000101.0,800 ,2868.840305859864
20130113,3063.06,324.0,989010.0,1.0,110001.0,11000104.0,800 ,2868.840305859864
20130113,3056.94,90.0,275275.0,4.0,320201.0,32020101.0,138 ,2868.840305859864
20130113,2447.55,450.0,1101397.5,5.0,240004.0,24000401.0,502 ,2868.840305859864
20130113,3526.47,34.0,120120.0,2.0,350101.0,35010102.0,561 ,2868.840305859864
20130113,6493.5,1.0,6506.5,1.0,350402.0,35040202.0,500 ,2868.840305859864
20130113,3666.33,45.0,165165.0,2.0,330101.0,33010102.0,800 ,2868.840305859864
20130113,2732.73,972.0,2654343.0,19.0,220001.0,22000101.0,800 ,2868.840305859864
20130113,2777.22,18.0,49950.0,1.0,360301.0,36030101.0,800 ,2868.840305859864
20130113,2937.06,360.0,1058940.0,3.0,230001.0,23000103.0,800 ,2868.840305859864
20130113,2917.08,1944.0,5664330.0,2.0,311201.0,31120106.0,800 ,2868.840305859864
20130113,2822.82,969.0,2738736.0,20.0,380201.0,38020102.0,800 ,2868.840305859864
20130113,3213.21,459.0,1473525.0,8.0,230003.0,23000302.0,800 ,2868.840305859864
20130113,3243.24,1819.0,5890885.0,1.0,311201.0,31120103.0,471 ,2868.840305859864
20130113,4004.0,60.0,239760.0,2.0,350301.0,35030101.0,800 ,2868.840305859864
20130113,2277.72,450.0,1026025.0,1.0,240004.0,24000402.0,800 ,2868.840305859864
20130113,2747.25,4028.0,11070059.0,5.0,110001.0,11000101.0,800 ,2868.840305859864
20130114,2942.94,180.0,530530.0,1.0,250001.0,25000102.0,800 ,2981.098286106721
20130114,3526.47,51.0,179820.0,3.0,350101.0,35010102.0,561 ,2981.098286106721
20130114,3673.67,45.0,165165.0,1.0,330101.0,33010102.0,800 ,2981.098286106721
20130114,2607.39,972.0,2540538.0,9.0,230001.0,23000104.0,800 ,2981.098286106721
20130114,5694.3,10.0,56943.0,1.0,370101.0,37010103.0,800 ,2981.098286106721
20130114,3776.22,36.0,135864.0,1.0,330201.0,33020102.0,800 ,2981.098286106721
20130114,3166.83,18.0,56943.0,1.0,371501.0,37150101.0,702 ,2981.098286106721
20130114,2782.78,36.0,99900.0,1.0,320301.0,32030101.0,210 ,2981.098286106721
20130114,3353.35,34.0,114114.0,1.0,220001.0,22000105.0,702 ,2981.098286106721
20130114,3173.17,18.0,56943.0,1.0,370101.0,37010102.0,800 ,2981.098286106721
20130114,3236.76,901.0,2912085.0,14.0,250001.0,25000101.0,901 ,2981.098286106721
20130114,3873.87,45.0,173826.0,1.0,320101.0,32010101.0,801 ,2981.098286106721
20130114,29.97,180.0,5994.0,1.0,350402.0,35040201.0,560 ,2981.098286106721
20130114,3996.0,15.0,59940.0,1.0,350301.0,35030101.0,560 ,2981.098286106721
20130114,3023.02,918.0,2778776.0,6.0,311201.0,31120103.0,471 ,2981.098286106721
20130114,7037.03,5.0,35109.855,1.0,330201.0,33020102.0,901 ,2981.098286106721
20130114,3063.06,180.0,550550.0,2.0,330101.0,33010101.0,138 ,2981.098286106721
20130114,2002.0,10.0,19980.0,1.0,310901.0,31090101.0,901 ,2981.098286106721
20130114,3326.67,90.0,299700.0,2.0,370101.0,37010101.0,800 ,2981.098286106721
20130114,3166.83,18.0,56943.0,1.0,220001.0,22000104.0,800 ,2981.098286106721
20130114,2887.11,972.0,2805192.0,1.0,110001.0,11000104.0,800 ,2981.098286106721
20130114,3996.0,150.0,599400.0,2.0,340101.0,34010102.0,138 ,2981.098286106721
20130114,3003.0,21600.0,64735200.0,2.0,210001.0,21000103.0,800 ,2981.098286106721
20130114,2777.22,90.0,250250.0,1.0,360301.0,36030101.0,800 ,2981.098286106721
20130115,,,,,,,,
20130116,2977.02,324.0,963036.0,6.0,330201.0,33020101.0,138 ,2657.161251549509
20130116,2387.61,3621.0,8666658.0,4.0,110001.0,11000101.0,800 ,2657.161251549509
20130116,2782.78,54.0,150150.0,1.0,360301.0,36030101.0,800 ,2657.161251549509
20130116,2997.0,486.0,1459458.0,1.0,210001.0,21000101.0,157 ,2657.161251549509
20130116,2782.78,54.0,149850.0,2.0,230003.0,23000303.0,800 ,2657.161251549509
20130116,139.86,75.0,10589.4,1.0,320101.0,32010102.0,138 ,2657.161251549509
20130116,3253.25,72.0,233766.0,2.0,370101.0,37010102.0,800 ,2657.161251549509
20130116,3666.33,135.0,495495.0,1.0,310101.0,31010101.0,138 ,2657.161251549509
20130116,3103.1,72.0,223803.58,2.0,320201.0,32020101.0,157 ,2657.161251549509
20130116,3166.83,18.0,57057.0,1.0,371501.0,37150102.0,800 ,2657.161251549509
20130116,3326.67,18.0,60060.0,1.0,320101.0,32010101.0,680 ,2657.161251549509
20130116,3403.4,18.0,61133.805,2.0,330201.0,33020102.0,800 ,2657.161251549509
20130116,3056.94,486.0,1486485.0,2.0,311201.0,31120106.0,800 ,2657.161251549509
20130116,2942.94,954.0,2806191.0,9.0,250001.0,25000102.0,800 ,2657.161251549509
20130116,3926.07,15.0,58871.07,1.0,320101.0,32010102.0,157 ,2657.161251549509
20130116,839.16,4.0,3347.344,1.0,210009.0,21000902.0,901 ,2657.161251549509
20130116,3626.37,51.0,185185.0,3.0,350101.0,35010102.0,561 ,2657.161251549509
20130116,3056.94,36.0,110110.0,2.0,320201.0,32020101.0,138 ,2657.161251549509
20130116,3216.78,36.0,116116.0,1.0,320101.0,32010101.0,801 ,2657.161251549509
20130116,2002.0,20.0,40040.0,1.0,310901.0,31090101.0,901 ,2657.161251549509
20130116,4004.0,30.0,120120.0,2.0,350301.0,35030101.0,800 ,2657.161251549509
20130116,3316.68,36.0,119599.48,1.0,320201.0,32020102.0,138 ,2657.161251549509
20130117,3166.83,36.0,113886.0,2.0,220001.0,22000101.0,800 ,3162.172738615097
20130117,2862.86,180.0,514485.0,1.0,320201.0,32020102.0,138 ,3162.172738615097
20130117,3243.24,374.0,1208790.0,3.0,250003.0,25000301.0,800 ,3162.172738615097
20130117,2777.22,36.0,99900.0,1.0,360301.0,36030101.0,800 ,3162.172738615097
20130117,3503.5,36.0,126126.0,1.0,320201.0,32020102.0,760 ,3162.172738615097
20130117,3123.12,1836.0,5729724.0,2.0,110001.0,11000105.0,800 ,3162.172738615097
20130117,3173.17,36.0,114114.0,2.0,371501.0,37150101.0,702 ,3162.172738615097
20130117,3346.65,85.0,284715.0,1.0,220001.0,22000105.0,702 ,3162.172738615097
20130117,3503.5,54.0,188811.0,1.0,330201.0,33020102.0,800 ,3162.172738615097
